10696,7740,6357,7644,7606,6767,6732,6958,6926,3926,4118,5960,4163,4620,6067,6084,5281,1602,3761,1119,2275,3377,4606,1668,3891,1258,2808,6171,2420,5922,1276,2200,4726,5355,2303,2482,5548,5784,6251,2203,728,1115,5733,916,637,4774,2477,4568,949,3882
2698,2698,1860,2413,1914,1093,2418,2294,1610,2229,1182,1480,1510,1763,840,973,1830,1019,378,376,781,1759,804,1165,1264,867,575,718,1056,1050,1204,560,1431,1647,887,874,1331,790,799,979,406,1331,1179,556,760,705,1051,845,466,836
604,374,604,421,359,267,260,326,282,181,161,354,270,227,230,105,230,236,104,284,203,179,86,217,134,162,248,268,127,276,290,77,129,231,112,132,304,108,145,186,161,100,94,151,68,217,223,280,55,103
1651,1529,900,1651,1004,713,1029,1420,707,1339,752,635,785,901,602,676,1306,954,321,229,609,864,298,719,783,391,584,418,903,726,740,602,1335,710,285,567,825,448,473,415,351,552,899,647,307,323,620,859,281,574
1109,494,801,834,1109,903,361,297,966,209,196,794,188,296,864,822,300,92,165,59,75,197,219,88,232,88,175,812,102,354,90,69,256,807,63,179,875,932,887,162,42,53,348,43,37,322,140,763,45,155
3708,2289,2108,2304,3522,3708,2503,1882,3498,1161,992,2990,845,1758,3222,3064,2021,214,1050,34,271,1203,1776,77,1830,633,949,3162,270,3370,70,174,1767,1977,284,761,2510,3240,2694,650,32,116,1889,22,38,2860,855,1713,62,925
553,513,447,466,382,320,553,432,309,409,183,399,206,340,114,305,302,327,77,115,133,351,113,353,132,360,319,104,320,296,333,294,337,305,324,146,285,264,261,164,84,337,284,131,115,79,383,290,270,340
1867,1773,904,1795,861,725,910,1867,297,1652,1559,393,487,460,1330,670,1746,880,631,273,1018,337,366,420,792,276,723,197,930,767,730,766,1648,285,158,817,348,120,142,237,339,1518,681,805,684,265,1444,680,249,824
1127,977,381,719,984,1023,724,666,1127,484,199,706,206,592,708,763,617,45,191,34,104,551,591,27,584,49,89,927,76,717,39,61,569,693,89,176,605,975,983,136,21,36,762,34,22,872,232,281,22,210
518,426,290,497,278,211,318,332,169,518,280,178,167,157,235,151,385,296,185,74,221,192,143,164,194,152,298,45,303,154,204,206,292,118,41,240,94,38,38,110,38,211,190,240,173,46,270,217,66,242
169,96,113,115,99,92,85,114,68,82,169,91,84,56,31,47,63,53,50,40,69,43,54,74,76,48,62,58,58,53,47,71,53,61,30,81,64,38,41,72,51,72,55,55,51,71,70,23,68,56
279,151,228,179,188,146,182,152,141,114,83,279,85,96,131,112,81,114,47,106,137,107,34,48,66,115,129,120,111,82,77,43,76,87,67,51,133,98,63,121,30,89,28,92,57,105,126,138,53,94
223,179,147,172,143,123,154,159,129,91,127,48,223,76,93,107,90,68,117,62,128,48,152,73,130,63,118,112,132,122,63,107,66,51,144,57,39,98,99,63,46,54,110,58,58,73,113,93,36,119
305,294,176,269,209,141,248,252,200,221,165,176,154,305,90,158,235,187,58,80,168,226,148,176,129,116,73,115,186,147,145,82,252,160,76,172,185,103,102,131,110,103,183,77,72,139,97,101,88,130
246,159,150,145,226,179,163,123,169,60,81,149,100,95,246,189,83,27,127,10,45,37,89,10,98,42,115,158,40,163,11,30,90,77,38,81,146,180,149,67,5,13,128,13,11,126,79,156,4,105
547,274,365,266,459,269,449,481,208,213,78,391,73,152,446,547,216,65,121,302,66,141,141,18,232,53,385,444,75,252,89,75,240,170,298,68,370,193,183,16,16,61,251,84,58,402,83,325,16,87
619,606,402,606,424,253,505,582,296,592,261,322,203,342,246,281,619,334,133,151,228,376,190,134,336,158,186,158,334,293,318,182,511,337,33,244,293,126,126,187,70,345,339,260,258,163,277,188,76,287
204,160,109,129,84,64,97,107,51,108,86,65,121,110,76,48,94,204,59,52,101,73,82,88,90,68,67,28,150,60,76,105,94,20,37,80,44,14,9,45,81,60,58,96,79,29,69,62,46,106
161,95,75,83,93,96,71,78,98,55,63,32,73,35,95,103,47,37,161,44,99,37,42,10,90,31,91,66,58,71,36,62,46,29,71,42,9,70,69,24,22,11,84,38,15,34,46,85,10,55
142,109,107,85,48,32,90,79,33,80,40,37,55,34,21,36,37,62,13,142,56,64,56,61,47,79,72,21,54,32,95,46,66,21,75,70,17,8,9,70,44,51,14,81,43,36,57,16,44,52
113,100,86,91,61,53,76,74,55,70,77,62,68,60,25,19,55,71,28,64,113,66,61,66,46,72,57,21,68,41,67,57,59,21,57,64,27,14,19,56,61,59,22,62,46,42,62,20,48,65
342,323,316,301,282,140,313,243,271,234,166,134,194,253,35,97,238,223,22,96,186,342,73,227,64,140,102,47,222,120,251,117,237,186,146,195,218,112,110,176,93,103,192,86,48,74,119,203,103,137
211,100,134,106,70,102,137,86,61,65,81,50,87,56,39,52,48,65,44,70,71,48,211,67,87,68,47,49,76,67,75,62,49,77,84,85,35,45,49,87,47,41,53,49,58,46,60,35,47,140
346,145,108,287,168,150,134,316,28,243,221,48,268,119,14,55,124,154,45,94,77,79,124,346,223,90,187,178,270,57,57,238,117,176,33,115,102,2,123,34,151,61,169,102,73,37,183,40,84,195
582,199,330,295,212,256,202,186,220,137,161,273,174,123,124,170,180,166,346,61,229,93,153,71,582,79,123,162,90,156,56,226,113,181,91,60,179,207,134,113,48,29,266,50,56,178,87,224,36,83
129,105,111,107,58,51,109,68,55,96,71,57,86,54,18,20,41,101,26,94,97,82,89,97,53,129,55,25,91,44,96,82,55,25,83,94,25,14,17,77,64,52,22,92,61,42,81,16,66,87
257,205,159,202,212,109,124,207,66,135,107,103,101,68,199,113,101,114,111,94,70,33,45,126,102,41,257,98,142,129,106,103,67,55,76,79,68,35,36,26,70,70,83,71,118,83,154,135,34,95
252,208,122,229,236,222,194,155,211,123,19,167,105,182,220,216,188,88,79,37,83,167,118,24,130,17,47,252,74,212,26,11,125,145,84,124,98,207,212,15,24,6,188,13,9,137,35,120,9,135
321,238,216,244,180,172,214,240,158,229,203,198,234,155,76,43,195,238,78,136,222,189,192,242,139,189,183,21,321,129,154,200,148,28,125,191,15,11,14,159,130,203,45,190,146,109,199,72,138,205
584,372,209,416,483,559,404,372,375,150,103,354,299,157,415,420,163,110,124,33,168,124,157,33,206,46,221,548,115,584,21,38,319,140,101,129,148,358,444,203,31,59,357,27,34,153,241,361,31,312
82,52,65,55,38,32,56,64,36,42,45,37,40,37,13,17,32,45,14,66,41,32,45,46,49,55,49,16,41,30,82,37,35,28,50,44,18,10,13,58,45,41,18,38,45,33,39,10,45,36
449,138,97,412,289,285,147,354,42,318,329,52,334,115,28,68,97,125,52,54,85,99,90,345,329,61,298,261,360,75,53,449,89,248,37,80,73,16,239,33,121,60,290,84,85,50,279,66,104,296
435,430,366,427,319,285,372,422,55,399,374,80,93,121,286,324,401,364,296,103,129,80,100,114,340,108,320,60,360,320,324,320,435,67,36,351,97,28,29,41,102,340,323,353,314,49,339,278,89,348
422,360,394,366,364,73,304,351,316,268,156,245,332,202,109,58,353,157,42,54,115,261,56,161,27,12,55,106,115,108,161,10,159,422,13,145,360,65,69,147,52,151,165,5,11,108,55,191,8,49
202,164,150,153,109,140,143,148,134,139,69,87,130,95,63,127,98,94,110,79,105,78,88,72,110,122,110,90,101,125,116,68,108,91,202,57,41,124,113,54,33,79,116,68,55,61,90,68,66,90
444,257,210,364,174,183,221,207,89,202,219,89,117,87,165,111,139,209,173,175,121,83,85,152,142,91,305,28,202,106,102,188,151,36,20,444,55,24,24,27,202,295,112,307,254,84,158,159,179,171
180,104,165,144,171,69,85,76,105,48,80,78,69,70,113,52,90,39,33,21,35,44,36,40,23,17,22,70,34,68,42,10,66,140,15,61,180,71,67,70,15,18,70,15,12,67,15,85,11,32
433,383,84,108,386,365,82,76,407,61,24,83,38,78,111,112,103,17,43,12,22,66,58,3,64,13,22,335,17,138,12,8,68,140,29,39,86,433,393,17,5,4,150,9,6,302,209,50,6,41
206,158,52,92,188,191,51,75,192,49,30,63,27,40,72,70,47,11,32,9,46,37,43,5,51,10,22,171,16,86,11,14,46,55,25,14,46,183,206,9,4,18,72,7,5,133,109,32,4,22
104,78,76,73,38,22,75,69,29,70,72,33,61,65,15,13,19,30,17,33,34,28,21,57,60,61,18,14,32,16,69,19,21,58,58,21,23,13,12,104,21,64,17,27,62,20,54,17,23,18
213,126,91,143,100,29,95,114,53,63,111,62,66,97,31,42,63,116,25,114,130,55,83,117,58,100,94,27,104,41,97,63,115,53,49,121,36,5,10,42,213,99,41,73,94,83,72,10,100,70
149,107,121,100,72,57,99,87,42,109,98,85,41,53,24,30,75,67,15,78,87,72,48,53,49,83,53,12,76,64,93,66,101,27,63,83,26,8,10,49,48,149,29,88,73,51,77,17,65,62
507,491,129,457,488,476,447,395,287,244,47,375,195,259,416,447,282,88,60,8,49,255,176,44,211,37,230,398,90,453,68,70,388,252,61,108,194,450,436,169,7,60,507,30,33,223,221,251,36,291
148,133,128,105,88,47,129,46,52,114,66,62,89,32,41,11,36,80,35,115,84,109,60,75,36,79,54,21,73,27,79,71,39,7,70,73,40,20,20,105,38,42,11,148,35,27,67,55,45,63
138,101,93,115,82,78,97,90,59,87,91,62,68,66,23,25,74,82,23,83,68,63,70,71,86,76,93,13,78,80,90,82,77,28,69,87,12,8,11,73,75,105,32,87,138,62,85,19,83,77
318,255,214,168,252,254,180,104,256,27,137,194,115,118,174,176,190,18,113,19,14,78,111,18,80,18,20,239,10,174,15,29,90,193,35,102,181,205,189,85,18,13,160,9,36,318,51,134,12,91
170,139,123,152,70,66,137,148,28,116,118,116,49,29,108,107,41,51,91,35,101,32,26,35,47,38,132,46,53,61,50,43,62,29,84,34,10,28,40,45,23,114,50,40,44,16,170,41,27,77
247,166,141,84,174,71,145,100,124,73,62,83,85,73,111,148,114,53,100,56,68,98,23,44,49,22,65,85,54,52,50,65,75,109,45,66,163,60,48,100,17,3,142,28,2,114,24,247,1,32
93,48,46,65,35,27,59,54,32,48,52,36,36,45,9,13,31,49,10,52,39,45,44,54,36,53,36,18,40,32,46,45,39,10,33,43,15,3,6,40,47,41,15,46,51,33,40,1,93,34
241,132,129,193,208,184,136,126,99,165,178,107,200,53,132,49,61,104,124,30,95,86,67,146,108,91,188,97,167,58,41,154,59,104,28,114,54,32,93,41,29,37,111,89,38,36,166,96,27,241
